ID,DateTimeStart,What,Where,Trig,Duration,S-P (s),FirstStation,RecordedOn,ROD__,FPS,TimeRef,M,Conf,Comments,,,,,,,,,,,,,,,,,,,,,
20230831-0946,2023-08-31 09:46:53.7,Distal VT,Offshore E,Y,,2.4,MBHA,All,y,,,,,"Pair of locals, misclassified as Regional. Suitable for Q experiment? ",,,,,,,,,,,,,,,,,,,,,
20230831-0947,2023-08-31 09:47:04.0,Distal VT,Offshore E,N,,2.4,MBHA,All,y,,,,,"Pair of locals, misclassified as Regional",,,,,,,,,,,,,,,,,,,,,
20230831-1009,2023-08-31 10:09:02.2,Rockfall,,N,19s,,MBFR,"MBFR,MSS1,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230831-1042,,VT and Regional,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230831-1624,2023-08-31 16:24:30.6,Distal rockfall,Lower White River,N,30s,,MBFR,MBFR,y,,,,y,Seen in photos from fixed camera,,,,,,,,,,,,,,,,,,,,,
20230901-0126,2023-09-01 01:26:18.0,Rockfall,,N,10s,,MBLY,"MBLY,MSS1",y,,,,,OR distal VT,,,,,,,,,,,,,,,,,,,,,
20230901-1151,2023-09-01 11:51:51.3,Rockfall,Gages?,N,28s,,MBBY,"MBBY,MBLY,MBGH,MSS1,MBFR",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230904-0023,2023-09-04 00:23:02.6,Local,,Y,,6.9,MBRY,All,y,,,,,RS claims to have felt this (lying in bed). Deep? String of 2 locals. Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230904-0058,2023-09-04 00:58:49.5,Local,,Y,,6.8,MBFR,All,,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230904-0506,2023-09-04 05:06:39.4,Local,,Y,,13.5,MBRV,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230904-0913,2023-09-04 09:13:37.7,Local,,Y,,6.8,MBRY,All,y,,,,,String of 4 locals. Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230904-0916,2023-09-04 09:16:22.2,Local,,Y,,6.6,MBHA,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230904-0925,2023-09-04 09:25:50.9,Local,Offshore E,Y,,3.7,MBHA,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230905-1523,,Teleseism,Papua New Guinea,Y,,,,All,,,,5.8,,"Depth 54km, dist 17000km (152.9 deg)",,,,,,,,,,,,,,,,,,,,,
20230906-1519,2023-09-06 15:19:24.6,VT,,Y,,,,,y,y,otime,3.5,,,,,,,,,,,,,,,,,,,,,,,
20230906-1539,2023-09-06 15:39:14.2,Rockfall,,N,34s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230906-1610,2023-09-06 16:10:33.1,Rockfall,,N,13s,,MBLG,"MBLG,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230906-1637,2023-09-06 16:37:00.7,String VT and rockfall,,N,,,MSS1,"MSS1,MBLY,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230906-1646,2023-09-06 16:46:22.0,Rockfall,,N,11s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230906-2356,,Teleseism,Offshore Chile,Y,,,,,,,,6.2,,"Depth 41km, dist 5300km (47.9 deg)",,,,,,,,,,,,,,,,,,,,,
20230907-0732,,Noise,,,12m,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-0039,2023-09-08 00:39:43.5,Distal rockfall,Lower White River,N,20s,,MBFR,"MBFR,MBBY,MSS1,MBGH,MBLG,MBLY",y,,,,y,Seen in photos from fixed camera,,,,,,,,,,,,,,,,,,,,,
20230908-0819,2023-09-08 08:19:46.6,Distal rockfall,Irish Ghaut?,N,15s,,MBLG,"MBLG,MBHA",y,,,,,OR Ghaut Meframie,,,,,,,,,,,,,,,,,,,,,
20230908-0933,2023-09-08 09:33:07.5,Rockfall,Ghaut Meframie?,N,15s,,MSS1,"MSS1,MBLY,MBLG,MBFR,MBRY,MBWH,MBBY,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-1137,2023-09-08 11:37:28.4,LP,,N,,,MSS1,"MSS1,MBLG,MBFR,MBWH,MBLY,MBRY,MBBY,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-1142,2023-09-08 11:42:11.1,LP,,Y,,,MSS1,"MSS1,MBLG,MBFR,MBWH,MBLY,MBRY,MBBY,MBGH,MBFL",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-1212,2023-09-08 12:12:38.6,LP,,N,,,MSS1,"MSS1,MBLG,MBFR,MBWH,MBLY,MBRY,MBHA,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-1213,2023-09-08 12:12:59.7,LP,,N,,,MSS1,"MSS1,MBLG,MBFR,MBWH,MBLY,MBRY,MBHA,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230908-2220,2023-09-08 22:20:06.4,Teleseism,Morocco,Y,,,,All,,,,6.8,,"Depth 18km, dist 5640km (50.7 deg)",,,,,,,,,,,,,,,,,,,,,
20230908-2312,2023-09-08 23:12:43.6,Hydroacoustic,,Y,200s,,,All,y,,,,,3-4Hz like harmonic tremor.T-phase from M6.8 Moroccan earthquake,,,,,,,,,,,,,,,,,,,,,
20230909-0100,,Noise,Swell noise,,16h,,,"MSS1,MBLG,MBRY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230910-1029,2023-09-10 10:29:02.3,Rockfall,,N,18s,,MSS1,"MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230910-1220,2023-09-10 12:20:26.4,Rockfall,,N,12s,,MSS1,"MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230910-1815,,Lahars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230910-225718,2023-09-10 22:57:18.9,Doublet VT,,Y,,,MSS1,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230910-225738,2023-09-10 22:57:38.7,Doublet VT,,N,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230911-0402,2023-09-11 04:02:13.9,Rockfall,,N,15s,,MSS1,MSS1,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230911-0403,2023-09-11 04:03:03.8,Rockfall,,N,15s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914-0440,2023-09-14 04:30:03.8,Local,,N,,6.8,MBLG,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914-1231,2023-09-14 12:31:43.3,Local,,Y,,15.4,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914-1533,2023-09-14 15:33:54.5,Distal rockfall,Irish Ghaut?,N,10s,,MBLG,"MBLG,MSS1,MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230914-2207,2023-09-14 22:07:48.1,Local,,Y,,15.0,MBRY,All,y,,,,,P at some stations has LF start. Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20230915-0308,2023-09-15 03:08:53.2,VT,,N,,,MBFR,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230915-0508,2023-09-15 05:08:15.2,Rockfall,Chances Peak S?,N,17s,,MBFR,"MBFR,MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230917-1322,2023-09-17 13:22:00.8,Local,S of Antigua,Y,,6.9,MBRV,All,y,,,,,SUITABLE FOR Q EXPERIMENT,,,,,,,,,,,,,,,,,,,,,
20230917-1843,2023-09-17 18:43:48.3,Rockfall,,N,40s,,MSS1,"MSS1,MBLG,MBFR,MBRY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230918-0127,,Noise,Rain noise?,N,,,MSS1,MSS1,n,,,,,,,,,,,,,,,,,,,,,,,,,,
20230919-0245,,Noise,Wind noise?,,15m,,MBFR,,,,,,,Two episodes before lahar,,,,,,,,,,,,,,,,,,,,,
20230919-0624,2023-09-19 06:24:00.0,Lahars,,,1h,,,"MSS1,MBFR,MBBY,MBGH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230919-0655,2023-09-19 06:55:23.4,Rockfall,,N,24s,,MSS1,"MSS1,MBLG,MBGH,MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230919-0742,,Lightning,,,50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230920-0600,,Noise,,N,10m,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230920-1309,2023-09-20 13:09:40.4,Distal VT,,N,,,MBFR,MBFR,y,,,,,OR distal rockfall,,,,,,,,,,,,,,,,,,,,,
20230920-1412,,Noise,Helicopter landing,N,,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230921-1604,2023-09-21 16:04:14.4,Distal rockfall,Irish Ghaut,N,12s,,MBLG,MBLG,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230922-1231,,Distal rockfall,Irish Ghaut?,N,,,MBLG,"MBLG,MSS1,MBRY,MBFR",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230925-0345,,Noise,,,,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230925-0900,,Noise,,,4h,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230925-2122,2023-09-25 21:22:45.2,VTs,,N,,,MSS1,"MSS1,MBLG,MBLY,MBFR,MBWH,MBBY",y,,,,,Multiple overlapping VTs,,,,,,,,,,,,,,,,,,,,,
20230925-2207,2023-09-25 22:07:15.3,VT,,N,,,MSS1,Most,y,,,,,Long duration. Monochromatic at MSS1.,,,,,,,,,,,,,,,,,,,,,
20230926-0808,2023-09-26 08:08:05.6,VTs,,N,,,MSS1,"MSS1,MBLG,MBLY,MBFR",y,,,,,Multiple overlapping VTs. Start of mini VT string.,,,,,,,,,,,,,,,,,,,,,
20230926-2100,,Lightning,,,1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230927-1435,2023-09-27 14:35:56.6,Rockfall,Dome or Tar River Headwall?,N,65s,,MSS1,"MSS1,MBLY,MBFR,MBLG,",y,,,,,Manually added to SEISAN database,,,,,,,,,,,,,,,,,,,,,
20230927-1100,,Noise,TS Philippe,,45h,,,"MBLG,MBLY,MBRY,MBWH,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230928-2256,2023-09-28 22:56:11.9,Noise,Swell noise,Y,,,MBLG,"MBLG,MBHA,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230928-2306,2023-09-28 23:06:17.3,Noise,Swell noise,Y,,,MBLG,"MBLG,MBHA,MBFR,MSS1,MBLY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230929-0854,,Noise,,,7m,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230929-1210,2023-09-29 12:10:07.6,VT string event,,Y,,,MSS1,All,y,n,otime,2.8,,"Strange onsets, esp MBRV",,,,,,,,,,,,,,,,,,,,,
20230929-1305,2023-09-29 13:05:44.0,VT string event,,Y,,,MSS1,All,y,y,otime,3.5,,,,,,,,,,,,,,,,,,,,,,,
20231001-0638,2023-10-01 06:38:56.9,Local,,Y,,3.4,MBFL,All,y,,,,,SUITABLE FOR Q EXPERIMENT. Shear-wave splitting ,,,,,,,,,,,,,,,,,,,,,
20231003-0430,,Lahars,,,150m,,,"MSS1,MBFR,MBLG,MBLY,MBBY,MBHA,MBGH,MBRY",,,,,,Two or three lahars. Starts earliest at MBFR,,,,,,,,,,,,,,,,,,,,,
20231003-0859,2023-10-03 08:59:25.1,Unknown,,N,9s,,MBLY,"MBLY,MSS1",n,,,,,"2 events with different arrival stations.  After lahars, could be rockfalls.",,,,,,,,,,,,,,,,,,,,,
20231003-0921,2023-10-03 09:21:47.3,Unknown,,N,,,MBLY,"MBLY,MSS1",n,,,,,"After lahars, could be rockfall.",,,,,,,,,,,,,,,,,,,,,
20231003-1022,2023-10-03 10:22:27.1,Unknown,,N,41s,,MSS1,,y,,,,,"Multiple events. After lahars, could be rockfalls.",,,,,,,,,,,,,,,,,,,,,
20231003-1503,,Unknown,,N,,,MSS1,"MSS1,MBLG,MBLY,MBHA",n,,,,,Rockfall OR LP OR swell?,,,,,,,,,,,,,,,,,,,,,
20231003-1508,,Unknown,,N,,,MSS1,"MSS1,MBLY",n,,,,,Rockfall OR LP OR swell?,,,,,,,,,,,,,,,,,,,,,
20231003-1608,,Unknown,,N,,,MBLG,"MBLG,MSS1",n,,,,,Rockfall OR LP OR swell?,,,,,,,,,,,,,,,,,,,,,
20231003-1626,,Unknown,,N,,,MBLY,"MBLY,MSS1",n,,,,,Rockfall OR LP OR swell?,,,,,,,,,,,,,,,,,,,,,
20231004-0908,2023-10-04 09:08:59.2,Rockfall,,N,15s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,OR complex VT? ,,,,,,,,,,,,,,,,,,,,,
20231004-1009,2023-10-04 10:09:46.6,VT,,N,,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBRY,MBBY,MBGH",y,,,,,In midst of rockfalls,,,,,,,,,,,,,,,,,,,,,
20231004-1104,2023-10-04 11:04:42.5,VT and rockfall,,N,,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBRY,MBBY",y,,,,,Timing is for VT,,,,,,,,,,,,,,,,,,,,,
20231004-1124,2023-10-04 11:24:33.3,Rockfall,Dome?,N,27s,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBBY,MBRY",y,,,,,Three pulses. 2 VTs and rockfall? Could be slow-moving wave (H at MBLY),,,,,,,,,,,,,,,,,,,,,
20231004-1132,2023-10-04 11:32:03.0,Rockfall,Chances Peak S?,N,17s,,MBFR,"MBFR,MBLY,MSS1,MBLG,MBBY,MBRY",y,,,,,OR VT?,,,,,,,,,,,,,,,,,,,,,
20231004-2203,2023-10-04 22:03:55.4,Rockfall,Dome?,N,20s,,MSS1,"MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231004-2212,2023-10-04 22:12:06.9,Distal rockfall,Irish Ghaut?,N,28s,,MBLG,"MBLG,MSS1,MBLY,MBFR,MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231005-0006,2023-10-05 00:06:33.9,Distal rockfall,Irish Ghaut?,N,16s,,MBLG,"MBLG,MSS1,MBFR,MBLY,MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231005-0451,2023-10-05 04:51:31.2,Distal rockfall,Irish Ghaut?,N,17s,,MSS1,"MBLG,MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231005-0857,,Distal rockfall,Fergus Ridge N or Lower White River?,N,,,MBFR,MBFR,n,,,,,,,,,,,,,,,,,,,,,,,,,,
20231005-1022,2023-10-05 10:22:51.5,Rockfall,Dome?,N,36s,,MSS1,"MSS1,MBLY,MBFR",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231005-1309,,Distal rockfall,Fergus Ridge N or Lower White River?,N,,,MBFR,MBFR,n,,,,,,,,,,,,,,,,,,,,,,,,,,
20231006-1004,,VT,Mini string event,N,,,MSS1,,n,,,,,OR rockfall,,,,,,,,,,,,,,,,,,,,,
20231006-1028,,VT,Mini string event,N,,,MSS1,,n,,,,,OR rockfall,,,,,,,,,,,,,,,,,,,,,
20231006-1135,2023-10-06 11:35:49.5,VT,,N,,,MSS1,Most,y,,,,,"Didn’t trigger (MBLG, MBRY off). Manually added to SEISAN database",,,,,,,,,,,,,,,,,,,,,
20231006-1517,,Distal rockfall,Fergus Ridge N or Lower White River?,N,,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231006-1811,,Distal rockfall,Fergus Ridge N or Lower White River?,N,,,MBFR,MBFR,n,,,,,Two rockfalls,,,,,,,,,,,,,,,,,,,,,
20231006-2146,2023-10-06 21:46:34.7,Rockfall,,N,16s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231008-0503,2023-10-08 05:03:40.1,Distal rockfall,Aymers Ghaut?,Y,19s,,MBBY,"MBBY,MBGH,MBLY,MBFR,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231008-0854,2023-10-08 08:54:27.3,Rockfall,,N,25s,,MSS1,"MSS1,MBLY,MBFR,MBGH,MBHA,MBFL",y,,,,,Three rockfalls,,,,,,,,,,,,,,,,,,,,,
20231009-1126,2023-10-09 11:26:20.1,Rockfall,Ghaut Meframie?,Y,43s,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBGH,MBBY,MBFL",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231009-2128,2023-10-09 21:28:06.1,Rockfall,Ghaut Meframie?,Y,45s,,MSS1,Most,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20231010-0031,2023-10-10 00:31:12.6,Distal rockfall,Aymers Ghaut?,Y,20s,,MBBY,"MBBY,MBGH,MBFR,MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231010-0958,2023-10-10 09:58:41.0,Rockfall,Chances Peak S?,N,23s,,MBFR,"MBFR,MBBY,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231010-1132,2023-10-10 11:32:20.9,Rockfall,,N,22s,,MBFR,"MBFR,MBBY,MBLG,MBRY",y,,,,,"During VT string, but assumed unconnected",,,,,,,,,,,,,,,,,,,,,
20231010-1220,2023-10-10 12:20:17.1,Rockfall,Chances Peak S?,N,26s,,MBFR,"MBFR,MSS1,MBLY,MBLG,NBRY,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231010-1520,,Rockfall,,N,,,MBFR,"MBFR,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20231010-1530,,Rockfall,,N,,,MBFR,"MBFR,MBLY,MBBY,MSS1,MBLG",,,,,,,,,,,,,,,,,,,,,,,,,,,
20231010-2340,2023-10-10 23:40:07.0,Rockfall,Tar River Cliff,N,14s,,MSS1,"MSS1,MBLY,MBLG,MBFR,MBRY,MBGH",y,,,,y,RF string event. Aftermath seen from helicopter next day.,,,,,,,,,,,,,,,,,,,,,
20231010-2346,2023-10-10 23:46:13.7,Rockfall,Tar River Cliff,N,20s,,MSS1,"MSS1,MBLY,MBLG,MBRY,MBFR,MBBY,MBGH",y,,,,y,RF string event. Aftermath seen from helicopter next day.,,,,,,,,,,,,,,,,,,,,,
20231011-0207,2023-10-11 02:07:19.1,Rockfall,,N,35s,,MSS1,All,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20231011-0926,2023-10-11 09:26:25.6,Rockfall,Tar River Cliff,Y,70s,,MSS1,All,y,,,,y,RF string event. Aftermath seen from helicopter same day.,,,,,,,,,,,,,,,,,,,,,
20231012-1132,2023-10-12 11:32:20.6,Rockfall,,N,15s,,MBFR,MBFR,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231012-1134,2023-10-12 11:34:58.3,Rockfall,Tar River Cliff,N,19s,,MSS1,"MSS1,MBLY,MBLG,MBRY,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231012-1137,2023-10-12 11:37:11.8,Rockfall,,N,25s,,MSS1,"MSS1,MBLG,MBLY,MNGH,MBFR",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231012-1451,2023-10-12 14:51:46.2,Rockfall,Tar River Cliff?,N,26s,,MSS1,"MSS1,MBLG,MBFR,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231012-1930,2023-10-12 19:30:25.3,Distal rockfall,Irish Ghaut,Y,,,MBLG,"MBLG,MSS1,MBRY,MBHA,MBFR,MBLY",y,,,,,Three rockfalls,,,,,,,,,,,,,,,,,,,,,
20231013-1210,2023-10-13 12:10:53.4,Rockfall,,N,,,MSS1,MSS1,y,,,,,Three rockfalls,,,,,,,,,,,,,,,,,,,,,
20231013-1439,2023-10-13 14:39:25.9,VT,,Y,,,MSS1,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231013-2343,2023-10-13 23:43:00.0,Lahars,,,45m,,,"MSS1,MBFR,MBLY,MBGH",,,,,,Pre-lahar wind signal at MBFR?,,,,,,,,,,,,,,,,,,,,,
20231015-0137,2023-10-15 01:37:29.4,Rockfall,Gages?,Y,36s,,MBBY,"MBBY,MBLY,MSS1,MBFR,MBHA,MBLG,MBRY,MBGH,MBFL",y,,,,,MBLY first?,,,,,,,,,,,,,,,,,,,,,
20231015-1244,2023-10-15 12:44:38.9,Rockfall,,N,,,MBFR,,y,,,,,Three rockfalls,,,,,,,,,,,,,,,,,,,,,
20231015-1920,2023-10-15 19:20:55.7,Rockfall,,N,20s,,MSS1,"MSS1,MBLY,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231016-0312,2023-10-16 03:12:30.7,Rockfall,Ghaut Meframie?,N,37s,,MSS1,"MSS1,MBLY,MBLG,MBFR,MBRY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231016-2024,2023-10-16 20:24:09.7,Local,,Y,,6.7,MBRV,All,y,,,,,Suitable for Q experiment? Shear-wave splitting.,,,,,,,,,,,,,,,,,,,,,
20231017-0357,2023-10-17 03:57:00.0,Noise,Wind noise?,,1h,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231017-0715,2023-10-17 07:15:25.8,Rockfall,Chances Peak S or Fergus Ridge N?,N,43s,,MBFR,"MBFR,MSS1,MBLY,MBBY,MBLG,MBRY,MBGH",y,,,,,Two rockfalls,,,,,,,,,,,,,,,,,,,,,
20231017-0803,2023-10-17 08:03:47.6,Rockfall,Chances Peak S or Fergus Ridge N?,N,30s,,MBFR,"MBFR,MSS1,MBLY,MBBY,MBLG,MBRY,MBGH",y,,,,,Multiple rockfalls,,,,,,,,,,,,,,,,,,,,,
20231017-2130,,Noise,Wind noise?,,50m,,MBFR,MBFR,,,,,,OR semi-continuous rockfalls,,,,,,,,,,,,,,,,,,,,,
20231018-0400,,Lightning,,,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231018-0516,2023-10-18 05:16:51.2,Rockfall,,N,33s,,MBFR,"MBFR,MBBY,MBGH,MSS1,MBLY",y,,,,,Four rockfalls,,,,,,,,,,,,,,,,,,,,,
20231018-1007,2023-10-18 10:07:31.4,Rockfall,Chances Peak S or Fergus Ridge N?,N,27s,,MBFR,"MBFR,MBLG,MSS1,MBLY,MBBY,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231019-0243,2023-10-19 02:43:38.3,Local,,Y,,11.7,MBRV,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20231019-1158,2023-10-19 11:58:21.2,Distal rockfall,Aymers Ghaut?,N,20s,,MBBY,"MBBY,MBLY,MBFR",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231019-1518,,Lightning,,,1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231020-0523,2023-10-20 05:23:16.6,Local,20km NNW,Y,,3.4,MBRV,All,y,,,,,Third arrival  at TRNT. Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20231020-1503,2023-10-20 15:03:25.6,String VT,,Y,,,MSS1,All,y,n,otime,3.4,,,,,,,,,,,,,,,,,,,,,,,
20231020-1523,2023-10-20 15:23:22.8,String VT,,Y,,,MSS1,All,y,n,otime,3.3,,,,,,,,,,,,,,,,,,,,,,,
20231020-1611,2023-10-20 16:11:54.6,Local,20km SE,Y,,3.6,MBFR,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20231021-0148,2023-10-21 01:48:40.8,VT,,Y,,,MSS1,All,y,,,2.5,,Low freq S waves. Shear-wave splitting.,,,,,,,,,,,,,,,,,,,,,
20231021-0255,2023-10-21 02:55:22.7,Rockfall,Ghaut Meframie or Tar River?,Y,43s,,MSS1,Most,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20231022-0754,2023-10-22 07:54:19.3,Locals,Nr Guadeloupe,Y,,7.0,MBHA,All,y,,,,,Three or four earthquakes,,,,,,,,,,,,,,,,,,,,,
20231022-1145,,Lightning,,,5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231022-1250,,Lahars,,,3h,,MBFR,"MBFR,MSS1,MBLY",,,,,,MBFR might be wind noise also.,,,,,,,,,,,,,,,,,,,,,
20231022-1444,2023-10-22 14:44:52.9,Rockfall,Tar River Cliff,N,23s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231022-1534,2023-10-22 15:34:39.0,Rockfall,Tar River Cliff?,N,13s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231022-1544,2023-10-22 15:44:58.7,Rockfall,Tar River Cliff,N,46s,,MSS1,"MSS1,MBLG,MBLY,MBFR,MBRY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231025-0146,2023-10-25 01:46:45.3,Rockfall,Ghaut Meframie?,N,21s,,MSS1,"MSS1,MBRY,MBLG,MBFR,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231025-0355,2023-10-25 03:55:48.8,Distal rockfall,Irish Ghaut?,N,22s,,MBLG,"MBLG,MSS1,MBLY,MBHA,MBFR",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20231025-0458,2023-10-25 04:58:11.0,Swarm rockfall,Tar River Cliff?,N,15s,,MSS1,"MSS1,MBLY",y,,,,,LF start,,,,,,,,,,,,,,,,,,,,,
20231025-0512,2023-10-25 05:12:00.3,Swarm rockfall,Tar River Cliff?,N,20s,,MSS1,"MSS1,MBLY",y,,,,,LF start,,,,,,,,,,,,,,,,,,,,,
20231026-1247,2023-10-26 12:47:16.7,Rockfall,,N,38s,,MSS1,"MBHA,MSS1,MBLG",y,,,,,Two rockfalls. MBHA first?,,,,,,,,,,,,,,,,,,,,,
20231027-1359,2023-10-27 13:59:42.0,VT,,N,,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBBY,MBRY,MBHA",y,,,,,Didnt trigger. Manually added to SEISAN database.,,,,,,,,,,,,,,,,,,,,,
20231027-1626,2023-10-27 16:26:28.8,Rockfall,,N,27s,,MBLY,"MBLY,MSS1,MBFR,MBLG,MBHA",y,,,,,Amplitude pattern doesnt match anywhere.,,,,,,,,,,,,,,,,,,,,,
20231029-0108,2023-10-29 01:08:35.7,Rockfall,,N,42s,,MSS1,"MSS1,MBLG,MBFR,MBLY",y,,,,,Amplitude pattern doesnt match anywhere.,,,,,,,,,,,,,,,,,,,,,
20231029-0350,2023-10-29 03:50:41.9,Rockfall,,N,32s,,MSS1,"MSS1,MBLY,MBLG",y,,,,,Amplitude pattern doesnt match anywhere.,,,,,,,,,,,,,,,,,,,,,
20231030-1005,2023-10-30 10:05:26.7,Rockfall,Ghaut Meframie?,N,55s,,MBFR,"MBFR,MSS1,MBLY,MBBY,MBGH,MBLG",y,,,,,Two rockfalls,,,,,,,,,,,,,,,,,,,,,
20231030-1600,2023-10-30 16:00:33.8,Regional and rockfall,Jamaica,Y,,,MBFR,All,y,,,5.4,,"Depth 10km, dist 1535km (13.8 deg)",,,,,,,,,,,,,,,,,,,,,
20231030-1602,2023-10-30 16:02:34.3,Distal rockfall,Aymers Ghaut?,Y,29s,,MBBY,"MBBY,MBLY,MBGH,MSS1,MBFR,MBLG,MBRY,MBFL",y,,,,,Within regional earthquake,,,,,,,,,,,,,,,,,,,,,
